Country	Country Cod	Series	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016
Seychelles	SYC	Regulatory Quality: Estimate	-0.649264574	-0.120960161	-0.872868896	-0.028843775	-0.622617185	-0.854717612	-0.6558671	-0.554063797	-0.495318294	-0.377028644	-0.284270555	-0.284101158	-0.332860678	-0.091880076	-0.259231389
Seychelles	SYC	Rule of Law: Estimate	0.32309553	0.111255832	0.161531657	0.025365744	-0.004110364	0.098807789	0.221915945	0.078685105	0.031293694	-0.011559637	-0.01427184	0.071709611	0.126385927	0.201051995	0.13466537
Sierra Leone	SLE	Political Stability and Absence of Violence/Terrorism: Estimate	-0.688648164	-1.08038938	-0.513328433	-0.479250193	-0.302183747	-0.060830321	-0.238069043	-0.288516462	-0.236645371	-0.168444857	-0.279945284	-0.174718276	-0.104039676	-0.102516763	-0.161236852
Sierra Leone	SLE	Control of Corruption: Estimate	-0.834422767	-0.907941282	-0.907723248	-1.066616774	-1.019452691	-0.911957145	-0.968692243	-0.931149304	-0.774672806	-0.842990518	-0.951130331	-0.905844748	-0.940657198	-0.793377042	-0.817387879
Sierra Leone	SLE	Government Effectiveness: Estimate	-1.463330746	-1.154587984	-1.083426714	-1.341318727	-1.11057663	-1.153077126	-1.15052259	-1.203065038	-1.215740204	-1.192157626	-1.225699544	-1.22544682	-1.243713737	-1.279705524	-1.196730018
Sierra Leone	SLE	Regulatory Quality: Estimate	-1.227087736	-1.122344375	-1.024798512	-1.08878541	-1.143849015	-1.070928097	-0.975163281	-0.788570821	-0.736014187	-0.708572567	-0.703151643	-0.707191288	-0.805568933	-0.895148098	-0.925498009
Sierra Leone	SLE	Rule of Law: Estimate	-1.236841083	-1.123462677	-1.133244753	-1.128938198	-0.987042785	-0.988328159	-0.935367286	-0.900948405	-0.933641136	-0.854130924	-0.853567779	-0.859033406	-0.921858549	-0.853527308	-0.791716754
Singapore	SGP	Political Stability and Absence of Violence/Terrorism: Estimate	1.257209063	0.878139079	1.094727516	1.15648365	1.250259042	1.174121737	1.345580578	1.17944622	1.169414878	1.191421747	1.368174553	1.378178358	1.186271429	1.311752796	1.528321385
Singapore	SGP	Control of Corruption: Estimate	2.320979595	2.228928089	2.325579882	2.166169643	2.185165167	2.241866589	2.247644424	2.217089176	2.17952323	2.109703779	2.124056816	2.078066349	2.071365356	2.092689753	2.070711374
Singapore	SGP	Government Effectiveness: Estimate	1.854913235	1.947802186	1.989662528	1.958422303	2.212474108	2.375458717	2.436975002	2.270796537	2.241406679	2.154785633	2.166091442	2.088955164	2.182617188	2.236756086	2.208583832
Singapore	SGP	Regulatory Quality: Estimate	1.940935493	1.817789793	1.772741795	1.747712374	1.75366509	1.807519674	1.868646622	1.778741956	1.786087275	1.7895962	1.965846062	1.970402002	2.233457088	2.260543108	2.180699587
Singapore	SGP	Rule of Law: Estimate	1.40674901	1.573299646	1.65722084	1.707485437	1.586577892	1.612359285	1.606087446	1.56600523	1.625941634	1.669992328	1.731186032	1.705523849	1.824774981	1.81349194	1.832002878
Slovak Republic	SVK	Political Stability and Absence of Violence/Terrorism: Estimate	0.939008474	0.947514594	0.592736006	0.895388782	0.781917274	1.035826325	1.080770254	0.919053733	1.053316832	0.974757314	1.08840096	1.119518161	1.039121151	0.874545217	0.623291373
Slovak Republic	SVK	Control of Corruption: Estimate	-0.006648243	0.310930997	0.394147396	0.491947055	0.422381699	0.349662989	0.36211887	0.270354897	0.294600546	0.275087953	0.096679017	0.083146036	0.162737191	0.177863732	0.236103147
Slovak Republic	SVK	Government Effectiveness: Estimate	0.60159272	0.705591202	0.873966992	0.927179933	0.882537484	0.73205626	0.864835024	0.86897558	0.837122381	0.832547903	0.83637917	0.789134204	0.876235783	0.83792001	0.890099287
Slovak Republic	SVK	Regulatory Quality: Estimate	0.959157646	0.969138861	1.14467144	1.16191709	1.133783221	1.021248221	1.115403056	1.050076842	1.001230478	1.004638314	1.046937823	0.934125245	0.889779747	0.788661957	0.888973176
Slovak Republic	SVK	Rule of Law: Estimate	0.317178845	0.362423509	0.516409695	0.544903815	0.546778679	0.492793679	0.590270936	0.53976059	0.57111901	0.607048392	0.492303193	0.478546321	0.496026099	0.503814816	0.694871128
Slovenia	SVN	Political Stability and Absence of Violence/Terrorism: Estimate	1.302580833	1.186496615	1.080859303	1.091757059	1.084756851	1.097748756	1.147953272	0.93480581	0.866508842	0.969209671	0.935110688	0.88225168	0.965773404	0.953392744	0.994879305
Slovenia	SVN	Control of Corruption: Estimate	0.806810558	0.927805543	1.033518434	0.909937859	1.034196496	1.009254336	0.981918633	1.058565736	0.922867894	0.948806465	0.839746892	0.729321599	0.726776481	0.772991776	0.801352859
Slovenia	SVN	Government Effectiveness: Estimate	0.918099225	1.08082366	0.922730684	0.892818451	0.963559985	0.936191022	1.187827349	1.154733896	1.02644074	0.98951149	1.031650066	1.013162732	1.005159855	0.972628713	1.119422674
Slovenia	SVN	Regulatory Quality: Estimate	0.886924565	0.895532548	0.853808761	0.885415077	0.795602322	0.799915671	0.834188402	0.915641665	0.761264265	0.69726038	0.63064003	0.630146861	0.661628067	0.62634939	0.640124321
Slovenia	SVN	Rule of Law: Estimate	0.988783419	0.973960161	0.928005457	0.893384457	0.910226941	0.923824251	1.00898242	1.07542634	1.008394241	1.052851915	1.014998674	1.000792265	1.001514196	0.974581301	1.084279776
Solomon Islands	SLB	Political Stability and Absence of Violence/Terrorism: Estimate	-0.443107158	0.356644809	0.018317102	-0.017662611	0.067419022	0.23007606	0.206933588	0.214392096	0.343293846	0.307558388	0.187316343	0.300382704	0.470224828	0.660984755	0.511698604
Solomon Islands	SLB	Control of Corruption: Estimate	-0.705001593	-0.632166445	-0.365573227	0.042112213	-0.21895735	-0.389968783	-0.370780826	-0.2926673	-0.347470909	-0.343326002	-0.358102739	-0.40027076	-0.277966887	-0.340828776	-0.343318909
Solomon Islands	SLB	Government Effectiveness: Estimate	-2.046690941	-2.270754099	-1.270239115	-0.66837728	-1.00806272	-1.078740835	-0.99701345	-1.099490881	-0.954461038	-0.864661694	-0.806007743	-0.823834002	-1.068035007	-1.024367094	-0.993267059
Solomon Islands	SLB	Regulatory Quality: Estimate	-1.687841296	-2.625505924	-1.317754865	-0.957341969	-1.075967908	-1.108746052	-1.197548747	-1.202817917	-1.189545035	-1.044504404	-1.041204214	-1.103141069	-1.080401063	-0.946225703	-0.958173156
Solomon Islands	SLB	Rule of Law: Estimate	-0.906357169	-0.880200922	-0.886305392	-0.800404549	-0.604125202	-0.786356688	-0.636899471	-0.680603266	-0.651803076	-0.523234487	-0.540003181	-0.525551379	-0.502281189	-0.486201555	-0.339238912
Somalia	SOM	Political Stability and Absence of Violence/Terrorism: Estimate	-2.375751495	-2.575844288	-2.880442619	-2.709518194	-2.74855876	-3.224752665	-3.280529737	-3.314936638	-3.130971432	-3.083846569	-2.860755444	-2.758686543	-2.515828133	-2.380827904	-2.330216885
Somalia	SOM	Control of Corruption: Estimate	-1.040783167	-1.565277696	-1.787207127	-1.683327198	-1.730775356	-1.759850383	-1.868714333	-1.715286136	-1.739246249	-1.706142306	-1.591647625	-1.580706596	-1.659762979	-1.615134954	-1.688282251
Somalia	SOM	Government Effectiveness: Estimate	-1.511303186	-1.986113071	-2.052326679	-2.128412247	-2.191086292	-2.22629571	-2.402194738	-2.228903294	-2.208117008	-2.140683174	-2.200339079	-2.21736145	-2.445875883	-2.196963072	-2.180417776
Somalia	SOM	Regulatory Quality: Estimate	-2.064271688	-2.082691193	-2.305674076	-2.146021366	-2.545302629	-2.531157732	-2.645040512	-2.555348873	-2.388267279	-2.377578259	-2.253568411	-2.21917367	-2.124876022	-2.152769566	-2.2651968
Somalia	SOM	Rule of Law: Estimate	-1.936806798	-2.123502016	-2.268273115	-2.172635078	-2.340475082	-2.405955315	-2.606445074	-2.447376728	-2.406110525	-2.332796812	-2.423379183	-2.40424633	-2.349381208	-2.300122499	-2.370821476
South Africa	ZAF	Political Stability and Absence of Violence/Terrorism: Estimate	-0.253670752	-0.311745256	-0.131361291	-0.162605152	0.048196927	0.215834588	0.049733307	-0.113299407	-0.029427003	0.02403157	-0.0253867	-0.046294536	-0.146388963	-0.212992936	-0.131479323
South Africa	ZAF	Control of Corruption: Estimate	0.354516834	0.354515105	0.464509606	0.568105638	0.452248663	0.24878408	0.211263523	0.182196707	0.131467938	0.061731972	-0.115578964	-0.070048846	-0.061535094	0.032504108	0.049816653
South Africa	ZAF	Government Effectiveness: Estimate	0.673051417	0.692696333	0.641220093	0.642372966	0.44454053	0.469178975	0.509498775	0.480264485	0.392140895	0.405351162	0.345631182	0.438292533	0.341089219	0.261675388	0.272058576
South Africa	ZAF	Regulatory Quality: Estimate	0.65561676	0.804241836	0.658263803	0.703133762	0.683412731	0.491187394	0.498897702	0.40753755	0.363410115	0.406775475	0.381753206	0.41997546	0.287685692	0.279378563	0.211726665
South Africa	ZAF	Rule of Law: Estimate	0.132499486	0.124146909	0.113917358	0.114751168	0.255047977	0.094902068	0.072505109	0.123986691	0.141175568	0.152451247	0.110431656	0.15814814	0.182790428	0.088763915	0.072629265
South Sudan	SSD	Political Stability and Absence of Violence/Terrorism: Estimate	..	..	..	..	..	..	..	..	..	-1.430328488	-1.156583309	-1.730328679	-2.646576643	-2.37568903	-2.418430328
South Sudan	SSD	Control of Corruption: Estimate	..	..	..	..	..	..	..	..	-0.817696393	-1.395798922	-1.280866265	-1.382361531	-1.589431405	-1.687486291	-1.577315807
South Sudan	SSD	Government Effectiveness: Estimate	..	..	..	..	..	..	..	..	..	-1.882390857	-1.584736586	-1.679246902	-2.068171263	-2.163179398	-2.259861946
South Sudan	SSD	Regulatory Quality: Estimate	..	..	..	..	..	..	..	..	..	-1.673312068	-1.470999837	-1.527298808	-1.667920232	-1.68360424	-1.855618715
South Sudan	SSD	Rule of Law: Estimate	..	..	..	..	..	..	..	..	..	-1.384420156	-1.430731654	-1.512014747	-1.822960019	-1.855479956	-1.691815734
Spain	ESP	Political Stability and Absence of Violence/Terrorism: Estimate	0.443883836	-0.044970103	-0.088050254	0.195213541	-0.150258154	-0.275348157	-0.380849361	-0.473776698	-0.318043739	0.021104537	-0.029516449	0.012017759	0.243121743	0.251491189	0.487920016
Spain	ESP	Control of Corruption: Estimate	1.356099844	1.393117189	1.356589794	1.336209059	1.185721397	1.0866431	1.190226078	1.062199712	1.084354401	1.104123712	1.128225803	0.903092504	0.629841745	0.583896518	0.523910105
Spain	ESP	Government Effectiveness: Estimate	1.847429514	1.881454229	1.352699876	1.506729841	0.83720243	0.993321776	0.920346916	0.945832193	0.994798839	1.02723515	1.120682478	1.154522538	1.1597054	1.174265742	1.116256237
Spain	ESP	Regulatory Quality: Estimate	1.374276519	1.336925149	1.316545129	1.305955291	1.177148581	1.214990497	1.254760146	1.189270616	1.160324574	1.065843821	0.952990532	0.939044297	0.750494957	0.807636738	1.008646965
Spain	ESP	Rule of Law: Estimate	1.257136583	1.280947447	1.144682765	1.127902031	1.131011367	1.168316364	1.193508863	1.162589192	1.188944459	1.198051929	1.064827085	1.0205158	0.952644229	0.901602685	0.97756815
Sri Lanka	LKA	Political Stability and Absence of Violence/Terrorism: Estimate	-0.77743572	-0.833545923	-1.011550546	-1.154863954	-1.42180264	-1.748256564	-1.796857476	-1.342192411	-0.942946851	-0.72477144	-0.717079222	-0.612895429	-0.330464035	0.090368114	0.067236699
Sri Lanka	LKA	Control of Corruption: Estimate	-0.183591783	-0.226230159	-0.14581807	-0.3397865	-0.200084209	-0.152948171	-0.22521092	-0.397427797	-0.421347946	-0.393271297	-0.236788273	-0.214865029	-0.343856692	-0.344145656	-0.281133145
Sri Lanka	LKA	Government Effectiveness: Estimate	-0.040673431	-0.203532979	-0.423573852	-0.313090116	-0.161220849	-0.084295854	-0.122816488	-0.148189142	-0.195006132	-0.111431934	-0.207532242	-0.169863924	0.053877641	-0.00914478	-0.212067991
Sri Lanka	LKA	Regulatory Quality: Estimate	0.194751397	0.104096837	-0.069968946	-0.421569198	-0.272816688	-0.287789404	-0.36696741	-0.278403133	-0.217860073	-0.113686308	-0.112475179	-0.153427541	-0.101196751	-0.052957598	-0.102120839
Sri Lanka	LKA	Rule of Law: Estimate	0.330285668	0.244532496	0.175989479	0.152656838	0.17534478	0.129596159	-0.011843782	-0.107099771	-0.121490128	-0.12229754	-0.122376353	-0.276962429	-0.170083612	0.037326247	-0.007208326
St. Kitts and Nevis	KNA	Political Stability and Absence of Violence/Terrorism: Estimate	..	1.166212082	1.364291191	1.285174251	1.210339546	0.80225879	0.920609415	1.091904402	1.036112189	0.957588255	0.975788057	0.958863378	0.572488189	0.582326353	0.623378754
St. Kitts and Nevis	KNA	Control of Corruption: Estimate	0.321325272	0.32355395	0.260555267	0.976714611	0.876542211	0.888246298	0.979295135	1.037111163	1.006664157	1.017655969	0.943537176	0.940623224	0.247271582	0.504498124	0.516819596
St. Kitts and Nevis	KNA	Government Effectiveness: Estimate	-0.280017227	-0.301195204	0.054802157	0.944759011	0.671989143	0.617788851	0.690290332	0.793689668	0.71207118	0.76349932	0.837065816	0.894119322	-0.071792491	0.117436104	0.137052029
St. Kitts and Nevis	KNA	Regulatory Quality: Estimate	0.201081157	0.243587986	0.07629367	1.240803838	1.04669559	0.700113416	0.647772074	0.59581697	0.483709514	0.445314556	0.420863152	0.431958556	0.187145069	0.378113538	0.368013382
St. Kitts and Nevis	KNA	Rule of Law: Estimate	0.673479617	0.615390718	0.721666098	0.76951474	0.827852666	0.791030586	0.750410676	0.736678243	0.699666321	0.720971167	0.707597315	0.72407186	0.0712336	0.479531676	0.507265151
St. Lucia	LCA	Political Stability and Absence of Violence/Terrorism: Estimate	0.358000457	1.166212082	1.219158292	1.00267911	0.86167413	0.617840588	0.640583396	0.687035084	0.790275514	0.849078357	0.893705666	0.853357732	0.816450417	0.853690803	0.861845076
St. Lucia	LCA	Control of Corruption: Estimate	0.321325272	0.32355395	0.310375571	1.11937809	1.053335667	1.064784884	1.15973568	1.218976259	1.20156312	1.207378983	1.012583137	1.042831302	0.414502919	0.617759764	0.634167254
St. Lucia	LCA	Government Effectiveness: Estimate	-0.134299397	0.004061874	0.140883356	0.987198293	0.671989143	0.617788851	0.690290332	0.876184642	0.803488851	0.851156652	0.663775325	0.70697397	-0.016265955	-0.079123132	0.013732103
St. Lucia	LCA	Regulatory Quality: Estimate	0.201081157	0.243587986	0.173966587	1.240803838	1.108759999	0.790431142	0.542578399	0.585144401	0.484202236	0.513033211	0.34010002	0.319709748	0.275463432	0.306197077	0.290287316
St. Lucia	LCA	Rule of Law: Estimate	0.673479617	0.615390718	0.678550541	0.76951474	0.827852666	0.791030586	0.845056772	0.862792373	0.845626354	0.787003756	0.661241233	0.700886607	0.567623079	0.672854125	0.509075761
St. Vincent and the Grenadines	VCT	Political Stability and Absence of Violence/Terrorism: Estimate	0.358000457	0.761428535	1.027605772	1.149890661	1.060911536	0.788072705	0.800598323	0.730071247	0.790275514	0.849078357	0.928883851	0.853357732	0.816450417	1.004724503	1.01384449
St. Vincent and the Grenadines	VCT	Control of Corruption: Estimate	0.321325272	0.32355395	0.310375571	0.976714611	0.876542211	0.888246298	0.979295135	1.037111163	1.006664157	1.017655969	0.943537176	0.940623224	0.624051988	0.674695849	0.678355038
St. Vincent and the Grenadines	VCT	Government Effectiveness: Estimate	-0.134299397	-0.148566663	0.16731526	0.944759011	0.671989143	0.617788851	0.690290332	0.793689668	0.71207118	0.76349932	0.837065816	0.894119322	0.131919056	0.029985474	0.209264964
St. Vincent and the Grenadines	VCT	Regulatory Quality: Estimate	0.201081157	0.243587986	0.164224803	1.220338702	0.886119604	0.743587732	0.542578399	0.585144401	0.453653067	0.419262201	0.378040522	0.354590237	0.356745869	0.266068488	0.27924329
St. Vincent and the Grenadines	VCT	Rule of Law: Estimate	0.920091569	0.615390718	0.721666098	0.76951474	0.827852666	0.641062558	0.897807658	0.892466366	0.877322495	0.924631596	0.909108043	0.877453089	0.552873969	0.59287852	0.406288683
Sudan	SDN	Political Stability and Absence of Violence/Terrorism: Estimate	-1.843841314	-1.976665139	-1.550556302	-1.976114511	-2.139491081	-2.3597157	-2.485255241	-2.64789629	-2.665277719	-2.522917271	-2.260563374	-2.193009615	-2.363084555	-2.162183285	-2.380922079
Sudan	SDN	Control of Corruption: Estimate	-1.022159457	-1.242392778	-1.279613733	-1.372325778	-1.180790544	-1.324396968	-1.416897655	-1.146192908	-1.18725574	-1.180683136	-1.485604882	-1.468972564	-1.445422649	-1.487211943	-1.614042282
Sudan	SDN	Government Effectiveness: Estimate	-1.105995178	-1.248704076	-1.217169404	-1.395975351	-1.137102604	-1.099121451	-1.269248962	-1.247630119	-1.343784928	-1.376675487	-1.419656754	-1.485421419	-1.532044411	-1.46239388	-1.406250358
Sudan	SDN	Regulatory Quality: Estimate	-1.268127918	-1.327770948	-1.167874098	-1.416498899	-1.217746377	-1.32072854	-1.476903439	-1.261884451	-1.348169088	-1.312920809	-1.488991618	-1.454025507	-1.443861842	-1.490343809	-1.491434693
Sudan	SDN	Rule of Law: Estimate	-1.357220769	-1.640539646	-1.544547081	-1.632019758	-1.357515812	-1.40342474	-1.42321384	-1.243057728	-1.312802076	-1.275149703	-1.226251721	-1.271083117	-1.167488456	-1.208177567	-1.261823654
Suriname	SUR	Political Stability and Absence of Violence/Terrorism: Estimate	0.4913463	0.483191162	0.301255226	0.230351433	-0.015526857	-0.017271595	0.098337017	0.146216318	0.082475461	0.119975284	0.079325452	0.132779226	0.249270841	0.256688297	0.273036957
Suriname	SUR	Control of Corruption: Estimate	0.279725105	0.330450922	0.276549935	0.222951248	-0.098335437	-0.007415598	-0.02104928	-0.257002324	-0.329901189	-0.277395785	-0.333895445	-0.275392026	-0.443283439	-0.239103839	-0.321336299
Suriname	SUR	Government Effectiveness: Estimate	-0.173335657	-0.109938398	-0.028995272	-0.054316726	-0.32196936	-0.275206834	-0.122959793	-0.074501976	-0.103718184	-0.11851684	-0.009694117	-0.015802836	-0.175923645	-0.345765233	-0.340190202
Suriname	SUR	Regulatory Quality: Estimate	-0.656988978	-0.542957962	-0.643575132	-0.515687943	-0.523670435	-0.590808988	-0.541628897	-0.612793028	-0.666396737	-0.580249667	-0.473294139	-0.444913149	-0.633016527	-0.607446074	-0.627055943
Suriname	SUR	Rule of Law: Estimate	-0.111656606	-0.033000425	-0.172821686	-0.128236338	-0.21975109	-0.238942668	-0.229313865	-0.119685322	-0.052520994	-0.04295224	-0.057404507	-0.045161143	-0.137176558	-0.195376858	-0.115290821
Swaziland	SWZ	Political Stability and Absence of Violence/Terrorism: Estimate	0.126205698	0.066520616	-0.005302975	-0.395542771	-0.27280128	0.048024133	-0.079301067	-0.014544393	-0.076072693	-0.479735821	-0.407692343	-0.431911141	-0.500559747	-0.476151049	-0.490953356
Swaziland	SWZ	Control of Corruption: Estimate	-0.258672953	-0.432807475	-0.527873874	-0.473957509	-0.218136311	-0.237402439	-0.218649819	-0.228885531	-0.231477261	-0.353220582	-0.412861377	-0.413117886	-0.428299814	-0.387836426	-0.440371603
Swaziland	SWZ	Government Effectiveness: Estimate	-0.520105004	-0.72878021	-1.008032918	-1.053804398	-0.787806392	-0.825729668	-0.74584198	-0.724580526	-0.538238823	-0.683225751	-0.532473028	-0.448193282	-0.562953532	-0.53864646	-0.556703746
Swaziland	SWZ	Regulatory Quality: Estimate	-0.160606861	-0.367892861	-0.633173525	-0.506830037	-0.509186804	-0.649848282	-0.568201065	-0.542230427	-0.601889431	-0.636704922	-0.550816953	-0.352633148	-0.464353561	-0.511012077	-0.576255798
Swaziland	SWZ	Rule of Law: Estimate	-0.670051992	-0.733895838	-0.865547717	-0.901178479	-0.677395225	-0.755865872	-0.645698547	-0.62226373	-0.528771818	-0.494250387	-0.49354285	-0.458853275	-0.314296454	-0.324313819	-0.321980983
Sweden	SWE	Political Stability and Absence of Violence/Terrorism: Estimate	1.478317618	1.342788935	1.362902045	1.30102706	1.294892907	1.271177053	1.129975915	1.085467935	1.094170451	1.230688095	1.170597196	1.127778053	1.065414786	0.947106421	0.980088055
Sweden	SWE	Control of Corruption: Estimate	2.25739336	2.207240343	2.156201601	2.022613049	2.196596384	2.244637012	2.227349281	2.253190994	2.274586916	2.196956873	2.312869072	2.29162097	2.153375149	2.241100788	2.221304178
Sweden	SWE	Government Effectiveness: Estimate	2.026077509	2.082847834	2.121819973	1.892861724	1.80431509	2.025398016	1.956433296	2.045358896	2.004213095	1.96506381	1.957009554	1.909026146	1.803889275	1.816197515	1.787077904
Sweden	SWE	Regulatory Quality: Estimate	1.638661146	1.64282167	1.679735541	1.534100771	1.439836621	1.572080135	1.635777712	1.652537465	1.658656359	1.89879775	1.907862067	1.905513167	1.8113904	1.815066338	1.854339004
Sweden	SWE	Rule of Law: Estimate	1.876075387	1.926437736	1.89325881	1.809584975	1.864799023	1.909889698	1.931482196	1.965965271	1.955096722	1.941077232	1.951555252	1.972878098	1.992006302	2.037810326	2.043331146
Switzerland	CHE	Political Stability and Absence of Violence/Terrorism: Estimate	1.544933558	1.247231722	1.22819221	1.197639823	1.269324541	1.234160542	1.223261356	1.307553053	1.258594275	1.300342083	1.418336034	1.401140213	1.402652621	1.339359045	1.322083116
Switzerland	CHE	Control of Corruption: Estimate	2.113174915	2.069270134	2.008047342	2.019936562	2.093455076	2.150763512	2.124063969	2.070191145	2.072073698	2.035800695	2.146760225	2.132419825	2.151518822	2.136446953	2.050513983
Switzerland	CHE	Government Effectiveness: Estimate	2.000211477	1.817973256	2.180724144	1.851263642	2.078077316	2.042494059	2.037171125	1.948744774	1.876344204	1.867497444	1.891962409	1.824577332	2.112257957	1.998365879	2.02562809
Switzerland	CHE	Regulatory Quality: Estimate	1.783987999	1.716270685	1.647104502	1.551833868	1.495725632	1.644414544	1.561895847	1.551713347	1.623262882	1.621409059	1.658370018	1.62878418	1.806557536	1.741087079	1.912118912
Switzerland	CHE	Rule of Law: Estimate	1.952487469	1.939254522	1.906983376	1.91372931	1.817232847	1.845699787	1.816634178	1.750543594	1.757033706	1.731539726	1.819054365	1.804692388	1.994928122	1.945191026	1.935613871
Syrian Arab Republic	SYR	Political Stability and Absence of Violence/Terrorism: Estimate	0.278355867	0.064804815	-0.286370724	-0.462957382	-0.277454674	-0.338194132	-0.336422682	-0.50695616	-0.805789709	-2.012106895	-2.682273865	-2.681142807	-2.74882412	-2.974081039	-2.914052963
Syrian Arab Republic	SYR	Control of Corruption: Estimate	-0.394951224	-0.798465073	-0.821350276	-0.848047972	-1.061148047	-1.104746342	-1.151093245	-1.129413843	-1.134324789	-1.092981935	-1.212994814	-1.258987665	-1.553168178	-1.545692086	-1.572222471
Syrian Arab Republic	SYR	Government Effectiveness: Estimate	-0.880618215	-1.094079137	-1.044370174	-1.1396662	-0.916560411	-0.809064448	-0.661960006	-0.59717989	-0.60509342	-0.504766643	-1.148971319	-1.400502443	-1.400044918	-1.590460181	-1.824969411
Syrian Arab Republic	SYR	Regulatory Quality: Estimate	-1.006102085	-1.022360086	-1.097412586	-0.980745256	-1.357164502	-1.309509277	-1.144832134	-0.963442087	-0.902303636	-0.950523674	-1.530078173	-1.548749685	-1.685531735	-1.635518432	-1.666148543
Syrian Arab Republic	SYR	Rule of Law: Estimate	-0.547778964	-0.467591286	-0.471510649	-0.587776721	-0.942501545	-0.803243518	-0.69351685	-0.573999405	-0.58587724	-0.775850058	-1.126029253	-1.406142831	-1.362182021	-1.4230479	-2.005616665
"Taiwan, China"	TWN	Political Stability and Absence of Violence/Terrorism: Estimate	0.698186994	0.637271404	0.611871719	0.669921219	0.675127208	0.552524745	0.841035068	0.568475366	0.85661	0.946774662	0.89138478	0.873134315	0.766413093	0.920499682	0.925991714
"Taiwan, China"	TWN	Control of Corruption: Estimate	0.644509912	0.848210275	0.829104781	0.749403536	0.533941507	0.525005341	0.522826552	0.620182633	0.743405104	0.872224152	0.722812653	0.679421067	0.807123423	0.773740649	0.857807755
"Taiwan, China"	TWN	Government Effectiveness: Estimate	0.792045653	0.978483975	1.113147736	0.949328542	1.196756482	1.114302516	1.13648212	1.161016345	1.176270604	1.147299051	1.154063344	1.210946918	1.367833734	1.396016836	1.369989157
"Taiwan, China"	TWN	Regulatory Quality: Estimate	1.05213201	1.040998578	1.164875269	0.932405889	0.843981862	0.947749972	1.003865123	1.043028235	1.117008567	1.117003798	1.187149286	1.142665386	1.303972721	1.345917821	1.287896276
"Taiwan, China"	TWN	Rule of Law: Estimate	0.887463033	0.977661431	0.999689579	1.025265932	0.783784151	0.789450824	0.785008907	0.942407131	1.013429046	1.034178615	1.049928904	1.05018127	1.187945485	1.162153602	1.140133381
Tajikistan	TJK	Political Stability and Absence of Violence/Terrorism: Estimate	-0.983195186	-1.09886694	-1.307674766	-1.393728018	-1.386591077	-0.75096786	-0.830066502	-1.025994897	-1.034538388	-1.023233891	-1.240859747	-1.182374001	-0.693340778	-0.882642269	-0.792428672
Tajikistan	TJK	Control of Corruption: Estimate	-1.166876078	-1.142903686	-1.28828752	-1.169656038	-1.033866525	-1.036954403	-1.181860209	-1.214974642	-1.291060448	-1.218263984	-1.275633931	-1.284400463	-1.127138019	-1.125687242	-1.0729146
Tajikistan	TJK	Government Effectiveness: Estimate	-1.230195165	-1.106953859	-0.974504411	-1.151113987	-1.057266474	-1.110594869	-1.072905302	-1.106588364	-0.918433547	-0.948278844	-0.931134701	-1.05844748	-0.782609403	-0.848223448	-1.021332264
Tajikistan	TJK	Regulatory Quality: Estimate	-1.266517639	-1.061614037	-1.066348195	-1.121983171	-1.105529308	-1.129331827	-1.086945891	-1.069957852	-1.018682361	-0.976687133	-1.000983119	-1.055816293	-1.016256332	-1.024260163	-1.093232155
Tajikistan	TJK	Rule of Law: Estimate	-1.188970804	-1.027934909	-1.170145988	-1.09134984	-1.178524375	-1.292667627	-1.285771132	-1.267719626	-1.209456921	-1.226397991	-1.200410724	-1.252617717	-1.011011243	-1.055544376	-1.177686691
Tanzania	TZA	Political Stability and Absence of Violence/Terrorism: Estimate	-0.252414793	-0.854495704	-0.670933247	-0.582918823	-0.355751395	-0.385643601	-0.228036031	0.08914993	0.014471621	-0.024133479	0.051454291	-0.162120849	-0.597118556	-0.41619435	-0.40846011
Tanzania	TZA	Control of Corruption: Estimate	-0.804866731	-0.678291619	-0.560504138	-0.597364902	-0.23275134	-0.33741647	-0.417031199	-0.445453107	-0.535229445	-0.591739476	-0.75694114	-0.774153233	-0.754457295	-0.682069421	-0.50848335
Tanzania	TZA	Government Effectiveness: Estimate	-0.40187785	-0.396855056	-0.461598873	-0.411369652	-0.384442866	-0.396693379	-0.492632031	-0.599288702	-0.59747678	-0.65161407	-0.691418886	-0.709770083	-0.655045569	-0.61055547	-0.550348938
Tanzania	TZA	Regulatory Quality: Estimate	-0.545293987	-0.497451603	-0.467266023	-0.502304614	-0.392833591	-0.414690048	-0.507431746	-0.442570269	-0.423268259	-0.418880463	-0.392633617	-0.32908839	-0.331613749	-0.374918282	-0.435300797
Tanzania	TZA	Rule of Law: Estimate	-0.342946678	-0.249364942	-0.355898827	-0.279270351	-0.442135751	-0.372936726	-0.348711759	-0.480336457	-0.485611916	-0.511493683	-0.529374123	-0.472964227	-0.395124078	-0.371619225	-0.38857463
Thailand	THA	Political Stability and Absence of Violence/Terrorism: Estimate	0.508866847	-0.143153235	-0.716435432	-0.869340003	-1.130406737	-1.111438036	-1.271435618	-1.424786448	-1.442788363	-1.133533716	-1.216630697	-1.311682701	-0.906386316	-0.99442929	-0.929401219
Thailand	THA	Control of Corruption: Estimate	-0.31202504	-0.173060954	-0.225242034	-0.190597191	-0.384264141	-0.369496912	-0.407792926	-0.309705436	-0.333862871	-0.3234649	-0.366163015	-0.343555719	-0.450273722	-0.493388325	-0.402810693
