"COU","Country","CORP_TAX","Corporate income tax rate","YEA","Year","Value","Flag Codes","Flags"
"CHE","Switzerland","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2005","2005",14.64,,
"CHE","Switzerland","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2006","2006",14.64,,
"CHE","Switzerland","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2007","2007",14.635758,,
"CHE","Switzerland","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2008","2008",14.474265,,
"CHE","Switzerland","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2009","2009",14.474265,,
"CHE","Switzerland","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2010","2010",14.474265,,
"CHE","Switzerland","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2011","2011",14.474265,,
"CHE","Switzerland","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2012","2012",14.474265,,
"CHE","Switzerland","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2013","2013",14.446211,,
"CHE","Switzerland","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2014","2014",14.446211,,
"CHE","Switzerland","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2015","2015",14.446211,,
"CHE","Switzerland","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2016","2016",14.446211,,
"CHE","Switzerland","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2017","2017",14.446211,,
"CHE","Switzerland","COMB_CIT_RATE","Combined corporate income tax rate","2000","2000",24.925489,,
"CHE","Switzerland","COMB_CIT_RATE","Combined corporate income tax rate","2001","2001",24.699362,,
"CHE","Switzerland","COMB_CIT_RATE","Combined corporate income tax rate","2002","2002",24.415353,,
"CHE","Switzerland","COMB_CIT_RATE","Combined corporate income tax rate","2003","2003",24.099824,,
"CHE","Switzerland","COMB_CIT_RATE","Combined corporate income tax rate","2004","2004",24.099824,,
"CHE","Switzerland","COMB_CIT_RATE","Combined corporate income tax rate","2005","2005",21.33,,
"CHE","Switzerland","COMB_CIT_RATE","Combined corporate income tax rate","2006","2006",21.33,,
"CHE","Switzerland","COMB_CIT_RATE","Combined corporate income tax rate","2007","2007",21.323279,,
"CHE","Switzerland","COMB_CIT_RATE","Combined corporate income tax rate","2008","2008",21.174438,,
"CHE","Switzerland","COMB_CIT_RATE","Combined corporate income tax rate","2009","2009",21.174438,,
"CHE","Switzerland","COMB_CIT_RATE","Combined corporate income tax rate","2010","2010",21.174438,,
"CHE","Switzerland","COMB_CIT_RATE","Combined corporate income tax rate","2011","2011",21.174438,,
"CHE","Switzerland","COMB_CIT_RATE","Combined corporate income tax rate","2012","2012",21.174438,,
"CHE","Switzerland","COMB_CIT_RATE","Combined corporate income tax rate","2013","2013",21.148581,,
"CHE","Switzerland","COMB_CIT_RATE","Combined corporate income tax rate","2014","2014",21.148581,,
"CHE","Switzerland","COMB_CIT_RATE","Combined corporate income tax rate","2015","2015",21.148581,,
"CHE","Switzerland","COMB_CIT_RATE","Combined corporate income tax rate","2016","2016",21.148581,,
"CHE","Switzerland","COMB_CIT_RATE","Combined corporate income tax rate","2017","2017",21.148581,,
"TUR","Turkey","CIT_RATE","Corporate income tax rate","2000","2000",33,,
"TUR","Turkey","CIT_RATE","Corporate income tax rate","2001","2001",33,,
"TUR","Turkey","CIT_RATE","Corporate income tax rate","2002","2002",33,,
"TUR","Turkey","CIT_RATE","Corporate income tax rate","2003","2003",30,,
"TUR","Turkey","CIT_RATE","Corporate income tax rate","2004","2004",33,,
"TUR","Turkey","CIT_RATE","Corporate income tax rate","2005","2005",30,,
"TUR","Turkey","CIT_RATE","Corporate income tax rate","2006","2006",20,,
"TUR","Turkey","CIT_RATE","Corporate income tax rate","2007","2007",20,,
"TUR","Turkey","CIT_RATE","Corporate income tax rate","2008","2008",20,,
"TUR","Turkey","CIT_RATE","Corporate income tax rate","2009","2009",20,,
"TUR","Turkey","CIT_RATE","Corporate income tax rate","2010","2010",20,,
"TUR","Turkey","CIT_RATE","Corporate income tax rate","2011","2011",20,,
"TUR","Turkey","CIT_RATE","Corporate income tax rate","2012","2012",20,,
"TUR","Turkey","CIT_RATE","Corporate income tax rate","2013","2013",20,,
"TUR","Turkey","CIT_RATE","Corporate income tax rate","2014","2014",20,,
"TUR","Turkey","CIT_RATE","Corporate income tax rate","2015","2015",20,,
"TUR","Turkey","CIT_RATE","Corporate income tax rate","2016","2016",20,,
"TUR","Turkey","CIT_RATE","Corporate income tax rate","2017","2017",20,,
"TUR","Turkey","CIT_RATE_EXCL_SURTAX","Corporate income tax rate exclusive of surtax","2000","2000",30,,
"TUR","Turkey","CIT_RATE_EXCL_SURTAX","Corporate income tax rate exclusive of surtax","2001","2001",30,,
"TUR","Turkey","CIT_RATE_EXCL_SURTAX","Corporate income tax rate exclusive of surtax","2002","2002",30,,
"TUR","Turkey","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2000","2000",33,,
"TUR","Turkey","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2001","2001",33,,
"TUR","Turkey","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2002","2002",33,,
"TUR","Turkey","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2003","2003",30,,
"TUR","Turkey","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2004","2004",33,,
"TUR","Turkey","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2005","2005",30,,
"TUR","Turkey","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2006","2006",20,,
"TUR","Turkey","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2007","2007",20,,
"TUR","Turkey","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2008","2008",20,,
"TUR","Turkey","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2009","2009",20,,
"TUR","Turkey","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2010","2010",20,,
"TUR","Turkey","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2011","2011",20,,
"TUR","Turkey","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2012","2012",20,,
"TUR","Turkey","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2013","2013",20,,
"TUR","Turkey","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2014","2014",20,,
"TUR","Turkey","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2015","2015",20,,
"TUR","Turkey","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2016","2016",20,,
"TUR","Turkey","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2017","2017",20,,
"TUR","Turkey","COMB_CIT_RATE","Combined corporate income tax rate","2000","2000",33,,
"TUR","Turkey","COMB_CIT_RATE","Combined corporate income tax rate","2001","2001",33,,
"TUR","Turkey","COMB_CIT_RATE","Combined corporate income tax rate","2002","2002",33,,
"TUR","Turkey","COMB_CIT_RATE","Combined corporate income tax rate","2003","2003",30,,
"TUR","Turkey","COMB_CIT_RATE","Combined corporate income tax rate","2004","2004",33,,
"TUR","Turkey","COMB_CIT_RATE","Combined corporate income tax rate","2005","2005",30,,
"TUR","Turkey","COMB_CIT_RATE","Combined corporate income tax rate","2006","2006",20,,
"TUR","Turkey","COMB_CIT_RATE","Combined corporate income tax rate","2007","2007",20,,
"TUR","Turkey","COMB_CIT_RATE","Combined corporate income tax rate","2008","2008",20,,
"TUR","Turkey","COMB_CIT_RATE","Combined corporate income tax rate","2009","2009",20,,
"TUR","Turkey","COMB_CIT_RATE","Combined corporate income tax rate","2010","2010",20,,
"TUR","Turkey","COMB_CIT_RATE","Combined corporate income tax rate","2011","2011",20,,
"TUR","Turkey","COMB_CIT_RATE","Combined corporate income tax rate","2012","2012",20,,
"TUR","Turkey","COMB_CIT_RATE","Combined corporate income tax rate","2013","2013",20,,
"TUR","Turkey","COMB_CIT_RATE","Combined corporate income tax rate","2014","2014",20,,
"TUR","Turkey","COMB_CIT_RATE","Combined corporate income tax rate","2015","2015",20,,
"TUR","Turkey","COMB_CIT_RATE","Combined corporate income tax rate","2016","2016",20,,
"TUR","Turkey","COMB_CIT_RATE","Combined corporate income tax rate","2017","2017",20,,
"GBR","United Kingdom","CIT_RATE","Corporate income tax rate","2000","2000",30,,
"GBR","United Kingdom","CIT_RATE","Corporate income tax rate","2001","2001",30,,
"GBR","United Kingdom","CIT_RATE","Corporate income tax rate","2002","2002",30,,
"GBR","United Kingdom","CIT_RATE","Corporate income tax rate","2003","2003",30,,
"GBR","United Kingdom","CIT_RATE","Corporate income tax rate","2004","2004",30,,
"GBR","United Kingdom","CIT_RATE","Corporate income tax rate","2005","2005",30,,
"GBR","United Kingdom","CIT_RATE","Corporate income tax rate","2006","2006",30,,
"GBR","United Kingdom","CIT_RATE","Corporate income tax rate","2007","2007",30,,
"GBR","United Kingdom","CIT_RATE","Corporate income tax rate","2008","2008",28,,
"GBR","United Kingdom","CIT_RATE","Corporate income tax rate","2009","2009",28,,
"GBR","United Kingdom","CIT_RATE","Corporate income tax rate","2010","2010",28,,
"GBR","United Kingdom","CIT_RATE","Corporate income tax rate","2011","2011",26,,
"GBR","United Kingdom","CIT_RATE","Corporate income tax rate","2012","2012",24,,
"GBR","United Kingdom","CIT_RATE","Corporate income tax rate","2013","2013",23,,
"GBR","United Kingdom","CIT_RATE","Corporate income tax rate","2014","2014",21,,
"GBR","United Kingdom","CIT_RATE","Corporate income tax rate","2015","2015",20,,
"GBR","United Kingdom","CIT_RATE","Corporate income tax rate","2016","2016",20,,
"GBR","United Kingdom","CIT_RATE","Corporate income tax rate","2017","2017",19,,
"GBR","United Kingdom","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2000","2000",30,,
"GBR","United Kingdom","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2001","2001",30,,
"GBR","United Kingdom","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2002","2002",30,,
"GBR","United Kingdom","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2003","2003",30,,
"GBR","United Kingdom","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2004","2004",30,,
"GBR","United Kingdom","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2005","2005",30,,
"GBR","United Kingdom","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2006","2006",30,,
"GBR","United Kingdom","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2007","2007",30,,
"GBR","United Kingdom","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2008","2008",28,,
"GBR","United Kingdom","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2009","2009",28,,
"GBR","United Kingdom","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2010","2010",28,,
"GBR","United Kingdom","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2011","2011",26,,
"GBR","United Kingdom","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2012","2012",24,,
"GBR","United Kingdom","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2013","2013",23,,
"GBR","United Kingdom","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2014","2014",21,,
"GBR","United Kingdom","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2015","2015",20,,
"GBR","United Kingdom","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2016","2016",20,,
"GBR","United Kingdom","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2017","2017",19,,
"GBR","United Kingdom","COMB_CIT_RATE","Combined corporate income tax rate","2000","2000",30,,
"GBR","United Kingdom","COMB_CIT_RATE","Combined corporate income tax rate","2001","2001",30,,
"GBR","United Kingdom","COMB_CIT_RATE","Combined corporate income tax rate","2002","2002",30,,
"GBR","United Kingdom","COMB_CIT_RATE","Combined corporate income tax rate","2003","2003",30,,
"GBR","United Kingdom","COMB_CIT_RATE","Combined corporate income tax rate","2004","2004",30,,
"GBR","United Kingdom","COMB_CIT_RATE","Combined corporate income tax rate","2005","2005",30,,
"GBR","United Kingdom","COMB_CIT_RATE","Combined corporate income tax rate","2006","2006",30,,
"GBR","United Kingdom","COMB_CIT_RATE","Combined corporate income tax rate","2007","2007",30,,
"GBR","United Kingdom","COMB_CIT_RATE","Combined corporate income tax rate","2008","2008",28,,
"GBR","United Kingdom","COMB_CIT_RATE","Combined corporate income tax rate","2009","2009",28,,
"GBR","United Kingdom","COMB_CIT_RATE","Combined corporate income tax rate","2010","2010",28,,
"GBR","United Kingdom","COMB_CIT_RATE","Combined corporate income tax rate","2011","2011",26,,
"GBR","United Kingdom","COMB_CIT_RATE","Combined corporate income tax rate","2012","2012",24,,
"GBR","United Kingdom","COMB_CIT_RATE","Combined corporate income tax rate","2013","2013",23,,
"GBR","United Kingdom","COMB_CIT_RATE","Combined corporate income tax rate","2014","2014",21,,
"GBR","United Kingdom","COMB_CIT_RATE","Combined corporate income tax rate","2015","2015",20,,
"GBR","United Kingdom","COMB_CIT_RATE","Combined corporate income tax rate","2016","2016",20,,
"GBR","United Kingdom","COMB_CIT_RATE","Combined corporate income tax rate","2017","2017",19,,
"USA","United States","CIT_RATE","Corporate income tax rate","2000","2000",35,,
"USA","United States","CIT_RATE","Corporate income tax rate","2001","2001",35,,
"USA","United States","CIT_RATE","Corporate income tax rate","2002","2002",35,,
"USA","United States","CIT_RATE","Corporate income tax rate","2003","2003",35,,
"USA","United States","CIT_RATE","Corporate income tax rate","2004","2004",35,,
"USA","United States","CIT_RATE","Corporate income tax rate","2005","2005",35,,
"USA","United States","CIT_RATE","Corporate income tax rate","2006","2006",35,,
"USA","United States","CIT_RATE","Corporate income tax rate","2007","2007",35,,
"USA","United States","CIT_RATE","Corporate income tax rate","2008","2008",35,,
"USA","United States","CIT_RATE","Corporate income tax rate","2009","2009",35,,
"USA","United States","CIT_RATE","Corporate income tax rate","2010","2010",35,,
"USA","United States","CIT_RATE","Corporate income tax rate","2011","2011",35,,
"USA","United States","CIT_RATE","Corporate income tax rate","2012","2012",35,,
"USA","United States","CIT_RATE","Corporate income tax rate","2013","2013",35,,
"USA","United States","CIT_RATE","Corporate income tax rate","2014","2014",35,,
"USA","United States","CIT_RATE","Corporate income tax rate","2015","2015",35,,
"USA","United States","CIT_RATE","Corporate income tax rate","2016","2016",35,,
"USA","United States","CIT_RATE","Corporate income tax rate","2017","2017",35,,
"USA","United States","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2000","2000",32.7,,
"USA","United States","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2001","2001",32.7005,,
"USA","United States","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2002","2002",32.6865,,
"USA","United States","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2003","2003",32.6725,,
"USA","United States","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2004","2004",32.676,,
"USA","United States","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2005","2005",32.69,,
"USA","United States","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2006","2006",32.683,,
"USA","United States","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2007","2007",32.7005,,
"USA","United States","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2008","2008",32.711,,
"USA","United States","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2009","2009",32.76,,
"USA","United States","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2010","2010",32.7355,,
"USA","United States","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2011","2011",32.7425,,
"USA","United States","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2012","2012",32.781,,
"USA","United States","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2013","2013",32.8195,,
"USA","United States","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2014","2014",32.8055,,
"USA","United States","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2015","2015",32.8475,,
"USA","United States","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2016","2016",32.887112,,
"USA","United States","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2017","2017",32.896514,,
"USA","United States","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2000","2000",6.64,,
"USA","United States","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2001","2001",6.57,,
"USA","United States","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2002","2002",6.61,,
"USA","United States","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2003","2003",6.65,,
"USA","United States","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2004","2004",6.64,,
"USA","United States","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2005","2005",6.6,,
"USA","United States","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2006","2006",6.62,,
"USA","United States","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2007","2007",6.57,,
"USA","United States","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2008","2008",6.54,,
"USA","United States","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2009","2009",6.4,,
"USA","United States","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2010","2010",6.47,,
"USA","United States","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2011","2011",6.45,,
"USA","United States","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2012","2012",6.34,,
"USA","United States","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2013","2013",6.23,,
"USA","United States","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2014","2014",6.27,,
"USA","United States","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2015","2015",6.15,,
"USA","United States","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2016","2016",6.036822,,
"USA","United States","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2017","2017",6.00996,,
"USA","United States","COMB_CIT_RATE","Combined corporate income tax rate","2000","2000",39.34,,
"USA","United States","COMB_CIT_RATE","Combined corporate income tax rate","2001","2001",39.2705,,
"USA","United States","COMB_CIT_RATE","Combined corporate income tax rate","2002","2002",39.2965,,
"USA","United States","COMB_CIT_RATE","Combined corporate income tax rate","2003","2003",39.3225,,
"USA","United States","COMB_CIT_RATE","Combined corporate income tax rate","2004","2004",39.316,,
"USA","United States","COMB_CIT_RATE","Combined corporate income tax rate","2005","2005",39.29,,
"USA","United States","COMB_CIT_RATE","Combined corporate income tax rate","2006","2006",39.303,,
"USA","United States","COMB_CIT_RATE","Combined corporate income tax rate","2007","2007",39.2705,,
"USA","United States","COMB_CIT_RATE","Combined corporate income tax rate","2008","2008",39.251,,
"USA","United States","COMB_CIT_RATE","Combined corporate income tax rate","2009","2009",39.16,,
"USA","United States","COMB_CIT_RATE","Combined corporate income tax rate","2010","2010",39.2055,,
"USA","United States","COMB_CIT_RATE","Combined corporate income tax rate","2011","2011",39.1925,,
"USA","United States","COMB_CIT_RATE","Combined corporate income tax rate","2012","2012",39.134,,
"USA","United States","COMB_CIT_RATE","Combined corporate income tax rate","2013","2013",39.0495,,
"USA","United States","COMB_CIT_RATE","Combined corporate income tax rate","2014","2014",39.0755,,
"USA","United States","COMB_CIT_RATE","Combined corporate income tax rate","2015","2015",38.9975,,
"USA","United States","COMB_CIT_RATE","Combined corporate income tax rate","2016","2016",38.923934,,
"USA","United States","COMB_CIT_RATE","Combined corporate income tax rate","2017","2017",38.906474,,
"CHL","Chile","CIT_RATE","Corporate income tax rate","2000","2000",15,,
"CHL","Chile","CIT_RATE","Corporate income tax rate","2001","2001",15,,
"CHL","Chile","CIT_RATE","Corporate income tax rate","2002","2002",16,,
"CHL","Chile","CIT_RATE","Corporate income tax rate","2003","2003",16.5,,
"CHL","Chile","CIT_RATE","Corporate income tax rate","2004","2004",17,,
"CHL","Chile","CIT_RATE","Corporate income tax rate","2005","2005",17,,
"CHL","Chile","CIT_RATE","Corporate income tax rate","2006","2006",17,,
"CHL","Chile","CIT_RATE","Corporate income tax rate","2007","2007",17,,
"CHL","Chile","CIT_RATE","Corporate income tax rate","2008","2008",17,,
"CHL","Chile","CIT_RATE","Corporate income tax rate","2009","2009",17,,
"CHL","Chile","CIT_RATE","Corporate income tax rate","2010","2010",17,,
"CHL","Chile","CIT_RATE","Corporate income tax rate","2011","2011",20,,
"CHL","Chile","CIT_RATE","Corporate income tax rate","2012","2012",20,,
"CHL","Chile","CIT_RATE","Corporate income tax rate","2013","2013",20,,
"CHL","Chile","CIT_RATE","Corporate income tax rate","2014","2014",21,,
"CHL","Chile","CIT_RATE","Corporate income tax rate","2015","2015",22.5,,
"CHL","Chile","CIT_RATE","Corporate income tax rate","2016","2016",24,,
"CHL","Chile","CIT_RATE","Corporate income tax rate","2017","2017",25,,
"CHL","Chile","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2000","2000",15,,
"CHL","Chile","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2001","2001",15,,
"CHL","Chile","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2002","2002",16,,
"CHL","Chile","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2003","2003",16.5,,
"CHL","Chile","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2004","2004",17,,
"CHL","Chile","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2005","2005",17,,
"CHL","Chile","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2006","2006",17,,
"CHL","Chile","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2007","2007",17,,
"CHL","Chile","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2008","2008",17,,
"CHL","Chile","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2009","2009",17,,
"CHL","Chile","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2010","2010",17,,
"CHL","Chile","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2011","2011",20,,
"CHL","Chile","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2012","2012",20,,
"CHL","Chile","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2013","2013",20,,
"CHL","Chile","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2014","2014",21,,
"CHL","Chile","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2015","2015",22.5,,
"CHL","Chile","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2016","2016",24,,
"CHL","Chile","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2017","2017",25,,
"CHL","Chile","COMB_CIT_RATE","Combined corporate income tax rate","2000","2000",15,,
"CHL","Chile","COMB_CIT_RATE","Combined corporate income tax rate","2001","2001",15,,
"CHL","Chile","COMB_CIT_RATE","Combined corporate income tax rate","2002","2002",16,,
"CHL","Chile","COMB_CIT_RATE","Combined corporate income tax rate","2003","2003",16.5,,
"CHL","Chile","COMB_CIT_RATE","Combined corporate income tax rate","2004","2004",17,,
"CHL","Chile","COMB_CIT_RATE","Combined corporate income tax rate","2005","2005",17,,
"CHL","Chile","COMB_CIT_RATE","Combined corporate income tax rate","2006","2006",17,,
"CHL","Chile","COMB_CIT_RATE","Combined corporate income tax rate","2007","2007",17,,
"CHL","Chile","COMB_CIT_RATE","Combined corporate income tax rate","2008","2008",17,,
"CHL","Chile","COMB_CIT_RATE","Combined corporate income tax rate","2009","2009",17,,
"CHL","Chile","COMB_CIT_RATE","Combined corporate income tax rate","2010","2010",17,,
"CHL","Chile","COMB_CIT_RATE","Combined corporate income tax rate","2011","2011",20,,
"CHL","Chile","COMB_CIT_RATE","Combined corporate income tax rate","2012","2012",20,,
"CHL","Chile","COMB_CIT_RATE","Combined corporate income tax rate","2013","2013",20,,
"CHL","Chile","COMB_CIT_RATE","Combined corporate income tax rate","2014","2014",21,,
"CHL","Chile","COMB_CIT_RATE","Combined corporate income tax rate","2015","2015",22.5,,
"CHL","Chile","COMB_CIT_RATE","Combined corporate income tax rate","2016","2016",24,,
"CHL","Chile","COMB_CIT_RATE","Combined corporate income tax rate","2017","2017",25,,
"EST","Estonia","CIT_RATE","Corporate income tax rate","2000","2000",26,,
"EST","Estonia","CIT_RATE","Corporate income tax rate","2001","2001",26,,
"EST","Estonia","CIT_RATE","Corporate income tax rate","2002","2002",26,,
"EST","Estonia","CIT_RATE","Corporate income tax rate","2003","2003",26,,
"EST","Estonia","CIT_RATE","Corporate income tax rate","2004","2004",26,,
"EST","Estonia","CIT_RATE","Corporate income tax rate","2005","2005",24,,
"EST","Estonia","CIT_RATE","Corporate income tax rate","2006","2006",23,,
"EST","Estonia","CIT_RATE","Corporate income tax rate","2007","2007",22,,
"EST","Estonia","CIT_RATE","Corporate income tax rate","2008","2008",21,,
"EST","Estonia","CIT_RATE","Corporate income tax rate","2009","2009",21,,
"EST","Estonia","CIT_RATE","Corporate income tax rate","2010","2010",21,,
"EST","Estonia","CIT_RATE","Corporate income tax rate","2011","2011",21,,
"EST","Estonia","CIT_RATE","Corporate income tax rate","2012","2012",21,,
"EST","Estonia","CIT_RATE","Corporate income tax rate","2013","2013",21,,
"EST","Estonia","CIT_RATE","Corporate income tax rate","2014","2014",21,,
"EST","Estonia","CIT_RATE","Corporate income tax rate","2015","2015",20,,
"EST","Estonia","CIT_RATE","Corporate income tax rate","2016","2016",20,,
"EST","Estonia","CIT_RATE","Corporate income tax rate","2017","2017",20,,
"EST","Estonia","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2000","2000",26,,
"EST","Estonia","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2001","2001",26,,
